region_id,patient_id,n_cells,frac__tumor,frac__t_cell,frac__cd8,frac__cd4,frac__b_cell,frac__macrophage,frac__apc,frac__granulocyte,frac__vessel,frac__stroma,frac__immune,tumor_high_score,cd8_high_score,immune_exclusion_score,t_tumor_mixing_score,cd8_tumor_contact_score,macrophage_tumor_niche_score,granulocyte_tumor_niche_score,apc_t_contact_score,tls_like_score,interface_immune_score,vessel_immune_score,tumor_stroma_mixing_score,cd8_clustering_score,tumor_high_score_used,tumor_high_label,cd8_high_score_used,cd8_high_label,immune_exclusion_score_used,immune_exclusion_label,t_tumor_mixing_score_used,t_tumor_mixing_label,cd8_tumor_contact_score_used,cd8_tumor_contact_label,macrophage_tumor_niche_score_used,macrophage_tumor_niche_label,granulocyte_tumor_niche_score_used,granulocyte_tumor_niche_label,apc_t_contact_score_used,apc_t_contact_label,tls_like_score_used,tls_like_label,interface_immune_score_used,interface_immune_label,vessel_immune_score_used,vessel_immune_label,tumor_stroma_mixing_score_used,tumor_stroma_mixing_label,cd8_clustering_score_used,cd8_clustering_label,tumor_high_p_low,tumor_high_p_high,tumor_high_label_v2,cd8_high_p_low,cd8_high_p_high,cd8_high_label_v2,immune_exclusion_p_low,immune_exclusion_p_high,immune_exclusion_label_v2,t_tumor_mixing_p_low,t_tumor_mixing_p_high,t_tumor_mixing_label_v2,cd8_tumor_contact_p_low,cd8_tumor_contact_p_high,cd8_tumor_contact_label_v2,macrophage_tumor_niche_p_low,macrophage_tumor_niche_p_high,macrophage_tumor_niche_label_v2,granulocyte_tumor_niche_p_low,granulocyte_tumor_niche_p_high,granulocyte_tumor_niche_label_v2,apc_t_contact_p_low,apc_t_contact_p_high,apc_t_contact_label_v2,tls_like_p_low,tls_like_p_high,tls_like_label_v2,interface_immune_p_low,interface_immune_p_high,interface_immune_label_v2,vessel_immune_p_low,vessel_immune_p_high,vessel_immune_label_v2,tumor_stroma_mixing_p_low,tumor_stroma_mixing_p_high,tumor_stroma_mixing_label_v2,cd8_clustering_p_low,cd8_clustering_p_high,cd8_clustering_label_v2
Charville_c001_v001_r001_reg034,68264.0,2648.0,0.4637462235649547,0.1487915407854985,0.0540030211480362,0.0947885196374622,0.0562688821752265,0.0811933534743202,0.1910876132930513,0.0090634441087613,0.0377643504531722,0.091012084592145,0.2953172205438066,0.4637462235649547,0.0540030211480362,0.0559440559440559,0.2790639420138677,0.335198956342523,0.3105817670486027,0.3655128097007438,0.1655645606005396,0.118202416918429,0.3465473145780051,0.0493008857097089,0.0632720247432575,0.0679652855100661,0.4637462235649547,0.0,0.0540030211480362,1.0,-0.061861953964395,,-0.0577330941108585,0.0,-0.0342478703397342,0.0,-0.0236128844745456,,-0.1079630124928647,0.0,0.0021555924234341,,0.0206161830013482,1.0,-0.0819950520280881,0.0,0.0039395163285771,1.0,0.0012620280335956,,-0.0137495899077249,0.0,,,0.0,,,1.0,0.0,0.0,,0.999,0.0,0.0,0.778,0.0,,0.065,0.0,,1.0,0.0,0.0,0.0,0.068,,0.0,0.992,1.0,0.924,0.0,0.0,0.0,0.705,,0.0,0.0,,0.992,0.0,0.0
Charville_c001_v001_r001_reg035,68263.0,2136.0,0.2790262172284644,0.2186329588014981,0.0941011235955056,0.1245318352059925,0.0397940074906367,0.1558988764044943,0.1647940074906367,0.022003745318352,0.0580524344569288,0.0870786516853932,0.4363295880149813,0.2790262172284644,0.0941011235955056,0.0348258706467661,0.2048020819003448,0.2083799169109165,0.302211290713909,0.2302088507442178,0.1854185786571182,0.0664794007490636,0.3143776824034335,0.0627342756126456,0.0706029495509119,0.1197538954357527,0.2790262172284644,0.0,0.0941011235955056,1.0,-0.0962550644908583,0.0,0.0119529425657313,,-0.0171384715023257,,0.096996047007676,1.0,-0.0784414593339638,0.0,-0.0604397555931868,0.0,-0.0531056519561945,0.0,-0.1551232670952839,0.0,0.0017378185570878,,0.0090573073501989,,-0.0072366276957274,,,,0.0,,,1.0,0.647,0.0,,0.0,0.0,,0.044,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007,,0.0,0.305,,0.011,0.0,
Charville_c001_v001_r001_reg036,68263.0,2199.0,0.3419736243747158,0.142337426102774,0.0582082764893133,0.0841291496134606,0.0554797635288767,0.1732605729877216,0.1750795816280127,0.0281946339245111,0.0713960891314233,0.1114142792178262,0.3992723965438836,0.3419736243747158,0.0582082764893133,0.015625,0.2138323695330274,0.2290901512518694,0.2803177496076375,0.2245175255363508,0.1755063293101268,0.0409276944065484,0.3143507972665148,0.0693878121951843,0.0932916412134165,0.0985280868106923,0.3419736243747158,0.0,0.0582082764893133,1.0,-0.1359385453113016,0.0,-0.0165446975049646,,-0.0245780846972366,,0.029665365747962,,-0.1337288112654319,0.0,0.0164003094058078,1.0,-0.0517542941612156,0.0,-0.1382609401982113,0.0,-0.008635774161154,0.0,0.0157263177111042,1.0,0.0120649652725967,1.0,,,0.0,,,1.0,1.0,0.0,0.0,0.125,0.0,,0.412,0.0,,0.0,0.068,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Charville_c001_v001_r001_reg044,68260.0,1890.0,0.2624338624338624,0.137037037037037,0.0756613756613756,0.0613756613756613,0.083068783068783,0.1164021164021164,0.1867724867724867,0.0941798941798941,0.0333333333333333,0.1962962962962963,0.4306878306878307,0.2624338624338624,0.0756613756613756,0.2447552447552448,0.1938966103535604,0.2445793776337255,0.1788076382014694,0.1946029584567165,0.1398383775054763,0.1735449735449735,0.7113022113022113,0.0352153773623385,0.0963416049873576,0.0909458650376922,0.2624338624338624,0.0,0.0756613756613756,1.0,0.0876859361018654,1.0,0.0332693737890368,,0.0527104030620625,1.0,-0.0132200851721724,,-0.0552165793446807,0.0,-0.0112662077222235,0.0,0.0498160438392722,1.0,0.2332409555730914,1.0,0.0019019572548834,,-0.0407412176162876,0.0,-0.015223933908931,0.0,,,0.0,,,1.0,0.0,1.0,1.0,0.0,0.133,,0.0,0.917,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.022,,1.0,0.0,0.0,1.0,0.0,0.0
Charville_c001_v001_r001_reg047,68258.0,2647.0,0.4114091424253872,0.0963354741216471,0.0411786928598413,0.0551567812618058,0.1446921042689837,0.1314695882130714,0.1454476766150358,0.0245561012466943,0.0287117491499811,0.1450698904420098,0.3970532678503967,0.4114091424253872,0.0411786928598413,0.036697247706422,0.2802452401845377,0.3172020049201938,0.2995722929396501,0.4723443881812159,0.1302759352123386,0.2406497922176048,0.4310180780209324,0.032994546517261,0.1114113612668046,0.0781849779070805,0.4114091424253872,0.0,0.0411786928598413,1.0,-0.1120777121587391,0.0,9.46217158021012e-05,,0.0112712794143964,,0.0009123766148343,,0.0529006595456413,1.0,0.0170316116259285,1.0,0.0651220316658072,1.0,0.0073430859791948,,0.0031642004516313,,0.0114766878513457,1.0,0.0109503330812898,1.0,,,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.001,,0.0,0.248,,0.0,0.96,1.0,0.0,1.0,1.0
Charville_c001_v001_r001_reg048,68258.0,2696.0,0.4725519287833828,0.0326409495548961,0.0200296735905044,0.0126112759643916,0.158753709198813,0.1164688427299703,0.1524480712166172,0.0385756676557863,0.0181750741839762,0.119807121661721,0.3464391691394659,0.4725519287833828,0.0200296735905044,0.1481481481481481,0.3239950837032,0.3477315909363015,0.32495742145605,0.4523113831809913,0.0348173120087015,0.029673590504451,0.3790149892933618,0.0202897692535964,0.0761515093268138,0.0447874214162331,0.4725519287833828,0.0,0.0200296735905044,0.0,-0.0050935075744108,,0.0051060656399835,,0.0015647984245949,,-0.0167322428282671,,-0.0103430497460325,,-0.00628808824946,,-0.1245949815176601,0.0,-0.0321527151251152,,-0.0002451856163006,,-0.0056132714781882,,0.0014325985142588,,,,0.0,,,0.0,0.0,0.322,,0.0,0.0,,0.0,0.0,,0.005,0.0,,0.031,0.0,,0.025,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.422,0.0,,0.0,0.281,
Charville_c001_v001_r001_reg051,68226.0,2405.0,0.3392931392931393,0.1322245322245322,0.0627858627858627,0.0694386694386694,0.0586278586278586,0.083991683991684,0.2648648648648649,0.1293139293139293,0.0249480249480249,0.0316008316008316,0.4041580041580042,0.3392931392931393,0.0627858627858627,0.0198675496688741,0.2992336673958037,0.3536572587990056,0.2735755780533636,0.3046899159583674,0.1382126945710121,0.1442827442827443,0.455761316872428,0.0289090172140166,0.0275190685329655,0.0685289523691635,0.3392931392931393,0.0,0.0627858627858627,1.0,-0.1273935825972733,0.0,0.0733882519234679,1.0,0.098321222432365,1.0,0.0279274134937781,,0.0114084730285354,,0.0065094032753551,1.0,0.0538389214416871,1.0,0.003312246488632,,0.0037074347842958,1.0,0.0049741272021442,,-0.0231028223443061,0.0,,,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.033,,0.0,0.001,,0.0,0.993,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.654,,0.0,0.0,,1.0,0.0,0.0
Charville_c001_v001_r001_reg053,68229.0,2016.0,0.6001984126984127,0.0763888888888889,0.0416666666666666,0.0347222222222222,0.0510912698412698,0.0570436507936507,0.1999007936507936,0.0307539682539682,0.0133928571428571,0.0228174603174603,0.2152777777777778,0.6001984126984127,0.0416666666666666,0.0119047619047618,0.5399428605053462,0.5822569758129694,0.458146117834265,0.5695041051464153,0.0924030957961741,0.0124007936507936,0.3294930875576037,0.0153104601774528,0.0190330480324394,0.0533326364059437,0.6001984126984127,1.0,0.0416666666666666,1.0,-0.0766511832036051,,0.1013809732336136,1.0,0.0902419748770694,1.0,0.0275987082870786,,-0.0063545857255672,,0.0111495822028372,1.0,-0.0347339085846835,0.0,-0.062360901692921,,-0.0066265642253159,0.0,0.0057229299980466,,-0.014452990357216,0.0,,,1.0,,,1.0,0.004,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.029,,0.002,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.263,0.0,,1.0,0.0,0.0,0.0,0.0,,0.999,0.0,0.0
Charville_c001_v001_r001_reg054,68229.0,2010.0,0.3139303482587064,0.0621890547263681,0.0288557213930348,0.0333333333333333,0.0333333333333333,0.081094527363184,0.1900497512437811,0.3174129353233831,0.0273631840796019,0.0388059701492537,0.4940298507462686,0.3139303482587064,0.0288557213930348,0.0517241379310344,0.3086889836868536,0.3657339514092129,0.214348579606007,0.2068635642553124,0.0910926700408516,0.1004975124378109,0.3605236656596173,0.0307418256457702,0.02910302296746,0.0582536651194691,0.3139303482587064,0.0,0.0288557213930348,1.0,-0.1417235693312738,0.0,0.1200899904004991,1.0,0.1672332308268291,1.0,-0.0131341245964893,,0.0517249152935352,1.0,0.0238690199352394,1.0,0.0840541002108996,1.0,-0.0787500284228602,0.0,0.0074760890683969,1.0,0.0012794137014821,,0.0049331578927802,1.0,,,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.901,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.839,
Charville_c001_v001_r001_reg056,68257.0,2784.0,0.5571120689655172,0.0930316091954022,0.0398706896551724,0.0531609195402298,0.0520833333333333,0.0736350574712643,0.0894396551724138,0.0237068965517241,0.0380747126436781,0.1285919540229885,0.2424568965517241,0.5571120689655172,0.0398706896551724,0.0270270270270269,0.3829500402449613,0.4123260684983507,0.435159578536879,0.489412057554627,0.1204778679982609,0.0883620689655172,0.2266666666666666,0.0510510770962351,0.1047094659517454,0.0629632173765695,0.5571120689655172,1.0,0.0398706896551724,1.0,-0.0771675020402357,,-0.0221129814640996,,-0.0356362420638737,0.0,0.034725805739501,,-0.0542408443100044,0.0,0.0008363660064626,,0.0298764497407659,1.0,-0.1762639964550862,0.0,0.0025921282992519,,0.0179146112141759,1.0,-0.0027945323173244,,,,1.0,,,1.0,0.006,0.0,,0.192,0.0,,0.86,0.0,,0.0,0.12,,1.0,0.0,0.0,0.0,0.022,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.159,,0.0,1.0,1.0,0.0,0.0,
Charville_c001_v001_r001_reg057,68256.0,2362.0,0.3869602032176122,0.2104149026248941,0.1329381879762912,0.0774767146486028,0.0965283657917019,0.0982218458933107,0.1490262489415749,0.0304826418289585,0.0558848433530906,0.0613886536833192,0.4356477561388653,0.3869602032176122,0.1329381879762912,0.1178343949044585,0.2501359921607051,0.3016897165157958,0.2231123390041235,0.3708043959037614,0.2501252835177199,0.4623200677392041,0.4412050534499514,0.0695469091832061,0.0270869341050037,0.1546289433982652,0.3869602032176122,0.0,0.1329381879762912,1.0,0.0645581842130738,1.0,-0.0339789561099133,0.0,-0.0664644255511282,0.0,-0.0569807484005792,0.0,-0.0242111907800905,0.0,0.0105760429358642,1.0,0.277259285796581,1.0,0.0174227149040302,,0.0109682262454795,1.0,-0.0154244807292364,0.0,-0.0162133616832928,0.0,,,0.0,,,1.0,0.0,0.999,1.0,0.528,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.64,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.075,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Charville_c001_v001_r001_reg058,68256.0,2636.0,0.3975720789074355,0.2113050075872534,0.1369499241274658,0.0743550834597875,0.099772382397572,0.0857359635811836,0.1365705614567526,0.0447647951441578,0.0402124430955993,0.0633535660091047,0.4415781487101669,0.3975720789074355,0.1369499241274658,0.005540166204986,0.3079869999902319,0.367160230694335,0.2741334096921056,0.37211616033846,0.2279501852321664,0.4423368740515933,0.3745704467353952,0.046449087412835,0.027000436613897,0.1682679333402611,0.3975720789074355,0.0,0.1369499241274658,1.0,-0.0398689164549946,,0.014526142753751,,-0.0151993658846202,,-0.0130852465272652,,-0.0230532125733227,,-0.014829883986135,0.0,0.2527053804837384,1.0,-0.0431179111002534,,0.0059159483765088,1.0,-0.0167371272321032,0.0,-0.0071041110958911,,,,0.0,,,1.0,0.0,0.001,,0.0,0.0,,0.018,0.0,,0.0,0.0,,0.482,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.003,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.005,0.0,
